id,name,type_1,type_2,total_base_stats,hp,attack,defense,special-attack,special-defense,speed,mean_move_power,max_move_power,offensive_type_score,defensive_type_score,offense_index,defense_index,offensive_score,defensive_score,power_score_final,cluster_kmeans,role_kmeans
64,kadabra,psychic,,400,40,35,30,120,70,105,81.04651162790698,150.0,1.0,0.9130434782608696,82.2,35.22826086956522,0.4510526315789473,0.1540497782297933,0.3322514902392857,1,Bruiser / All-Rounder
65,alakazam,psychic,,500,55,50,45,135,95,120,83.51063829787235,150.0,1.0,0.9130434782608696,91.2,48.97826086956522,0.4826315789473684,0.2400694267875808,0.3856067180834533,3,Powerhouse Tank
66,machop,fighting,,305,70,80,50,35,35,35,72.76785714285714,150.0,1.0714285714285714,0.9333333333333333,60.21428571428571,38.983333333333334,0.4810526315789474,0.1287766226265251,0.3401422279979784,0,Support / Utility
67,machoke,fighting,,405,80,100,70,50,60,45,73.0909090909091,150.0,1.0714285714285714,0.9333333333333333,69.21428571428571,52.733333333333334,0.5126315789473684,0.2157721464154212,0.3938878059345895,1,Bruiser / All-Rounder
68,machamp,fighting,,505,90,130,80,65,85,55,75.53846153846153,150.0,1.0714285714285714,0.9333333333333333,80.21428571428571,63.983333333333334,0.5442105263157895,0.2946058046350444,0.4443686376434914,1,Bruiser / All-Rounder
69,bellsprout,grass,poison,300,50,75,35,70,30,40,66.27906976744185,130.0,0.9642857142857142,0.9438202247191011,63.19285714285714,28.985955056179776,0.3494736842105262,0.0950785202707141,0.2477156186346014,0,Support / Utility
70,weepinbell,grass,poison,390,65,90,50,85,45,55,65.22222222222223,130.0,0.9642857142857142,0.9438202247191011,72.19285714285715,40.235955056179776,0.3778947368421051,0.170114330770747,0.2947825744135619,0,Support / Utility
71,victreebel,grass,poison,490,80,105,65,100,70,70,69.18367346938776,150.0,0.9642857142857142,0.9438202247191011,85.19285714285715,53.985955056179776,0.4494736842105262,0.2576142395105533,0.372729906330537,1,Bruiser / All-Rounder
72,tentacool,water,poison,335,40,40,35,50,100,70,64.64912280701755,130.0,1.011904761904762,1.05,58.20238095238095,44.0125,0.4005263157894736,0.1755860136452241,0.3105501949317738,0,Support / Utility
73,tentacruel,water,poison,515,80,70,65,80,120,100,67.29508196721312,150.0,1.011904761904762,1.05,80.20238095238095,66.5125,0.4973684210526315,0.3340143762183235,0.4320268031189083,1,Bruiser / All-Rounder
74,geodude,rock,ground,300,40,80,100,30,30,20,79.25531914893617,250.0,1.130952380952381,0.7706422018348623,76.22619047619048,42.69266055045872,0.7294736842105264,0.114728079117263,0.483575442173221,2,Glass Cannon
75,graveler,rock,ground,390,55,95,115,45,45,35,78.52941176470588,250.0,1.130952380952381,0.7706422018348623,85.22619047619048,53.94266055045872,0.7578947368421053,0.1829490137167587,0.5279164475919667,2,Glass Cannon
76,golem,rock,ground,495,80,120,130,55,65,45,80.89285714285714,250.0,1.130952380952381,0.7706422018348623,94.22619047619048,68.94266055045871,0.7910526315789475,0.2675944703757354,0.5816693670976626,2,Glass Cannon
77,ponyta,fire,,410,50,85,55,65,65,90,77.05128205128206,130.0,1.0952380952380951,1.0,74.21904761904761,42.75,0.4942105263157896,0.1951407840589126,0.3745826294130388,1,Bruiser / All-Rounder
78,rapidash,fire,,500,65,100,70,80,80,105,77.91666666666667,150.0,1.0952380952380951,1.0,87.21904761904761,54.0,0.5626315789473686,0.2723873727528698,0.4465338964695691,1,Bruiser / All-Rounder
79,slowpoke,water,psychic,315,90,65,65,40,40,15,73.0327868852459,130.0,1.0357142857142856,0.9130434782608696,50.207142857142856,48.97826086956522,0.4142105263157894,0.1621746899454755,0.3133961917676638,0,Support / Utility
80,slowbro,water,psychic,490,95,75,110,100,80,30,76.53846153846153,150.0,1.0357142857142856,0.9130434782608696,71.20714285714286,71.47826086956522,0.5094736842105262,0.3077188038534338,0.4287717320676892,1,Bruiser / All-Rounder
81,magnemite,electric,steel,325,25,35,70,95,55,45,77.1875,250.0,1.011904761904762,1.1052631578947367,85.20238095238095,37.776315789473685,0.6373684210526315,0.155669265756985,0.4446887589343729,2,Glass Cannon
82,magneton,electric,steel,465,50,60,95,120,70,70,81.42857142857143,250.0,1.011904761904762,1.1052631578947367,100.20238095238095,54.026315789473685,0.681578947368421,0.2774415204678362,0.519923976608187,2,Glass Cannon
83,farfetchd,normal,flying,377,52,90,55,58,62,60,70.27777777777777,140.0,0.988095238095238,1.0,69.79761904761905,42.5,0.4137894736842106,0.1803715616200996,0.3204223088585661,0,Support / Utility
84,doduo,normal,flying,310,35,85,45,35,35,75,69.5,140.0,0.988095238095238,1.0,67.19761904761904,29.0,0.3926315789473685,0.1049388130820879,0.2775544726012562,0,Support / Utility
85,dodrio,normal,flying,470,60,110,70,60,60,110,72.28260869565217,150.0,0.988095238095238,1.0,86.19761904761904,47.75,0.4631578947368421,0.2378936538878059,0.3730521983972277,1,Bruiser / All-Rounder
86,seel,water,,325,65,45,55,45,70,45,67.59615384615384,130.0,1.0714285714285714,1.0,53.21428571428571,47.75,0.4473684210526316,0.1768410223088585,0.3391574615551224,0,Support / Utility
87,dewgong,water,ice,475,90,70,80,70,95,70,71.57894736842105,150.0,1.0833333333333337,0.8842105263157894,72.21666666666667,66.47105263157894,0.5447368421052633,0.2787524366471735,0.4383430799220273,1,Bruiser / All-Rounder
88,grimer,poison,,325,80,80,50,40,50,25,74.81132075471699,250.0,0.9523809523809524,1.024390243902439,79.19047619047619,45.25609756097561,0.5873684210526314,0.1719353714004976,0.4211952011917779,2,Glass Cannon
89,muk,poison,,500,105,105,75,65,100,50,80.24193548387096,250.0,0.9523809523809524,1.024390243902439,94.19047619047619,70.2560975609756,0.6426315789473683,0.3352010332968825,0.519659360687174,2,Glass Cannon
90,shellder,water,,305,30,65,100,45,25,40,69.52380952380952,250.0,1.0714285714285714,1.0,80.21428571428571,39.0,0.6810526315789474,0.1378129737925059,0.4637567684643708,2,Glass Cannon
91,cloyster,water,ice,525,50,95,180,85,45,70,72.77777777777777,250.0,1.0833333333333337,0.8842105263157894,100.21666666666667,68.97105263157894,0.7605263157894738,0.3075373619233268,0.579330734243015,2,Glass Cannon
92,gastly,ghost,poison,310,30,35,30,100,35,80,77.17391304347827,250.0,0.988095238095238,1.024390243902439,93.19761904761904,24.00609756097561,0.6126315789473683,0.0894753482622545,0.4033690866733228,2,Glass Cannon
93,haunter,ghost,poison,405,45,50,45,115,55,95,78.36734693877551,250.0,0.988095238095238,1.024390243902439,102.19761904761904,36.50609756097561,0.6426315789473683,0.1742660739472891,0.4552853769473366,2,Glass Cannon
94,gengar,ghost,poison,500,60,65,60,130,75,110,83.03030303030303,250.0,0.988095238095238,1.024390243902439,111.19761904761904,49.00609756097561,0.6726315789473684,0.2590567996323237,0.5072016672213505,2,Glass Cannon
95,onix,rock,ground,385,35,45,160,30,45,70,76.0,250.0,1.130952380952381,0.7706422018348623,79.22619047619048,60.19266055045872,0.7563157894736843,0.1976916382018586,0.532866128964954,2,Glass Cannon
96,drowzee,psychic,,328,60,48,45,43,90,42,78.2,150.0,1.0,0.9130434782608696,56.8,48.97826086956522,0.4283157894736842,0.1676483741560018,0.3240488233466112,0,Support / Utility
97,hypno,psychic,,483,85,73,70,73,115,67,80.84905660377359,150.0,1.0,0.9130434782608696,72.8,67.72826086956522,0.4772631578947368,0.2927947848687741,0.4034758086843517,1,Bruiser / All-Rounder
98,krabby,water,,325,30,105,90,25,25,50,67.85714285714286,120.0,1.0714285714285714,1.0,60.21428571428571,36.5,0.4273684210526315,0.1374891704570066,0.3114167208143816,0,Support / Utility
99,kingler,water,,475,55,130,115,50,50,75,72.21153846153847,150.0,1.0714285714285714,1.0,81.21428571428571,55.25,0.5347368421052632,0.2662334849469352,0.427335499241932,1,Bruiser / All-Rounder
100,voltorb,electric,,330,40,30,50,55,55,100,80.0,250.0,0.9761904761904762,1.024390243902439,87.1952380952381,36.50609756097561,0.6089473684210526,0.1426871265788681,0.4224432716841787,2,Glass Cannon
101,electrode,electric,,490,60,50,70,80,80,150,86.17647058823529,250.0,0.9761904761904762,1.024390243902439,106.1952380952381,52.75609756097561,0.6594736842105262,0.2682834910220447,0.5029976069351336,2,Glass Cannon
102,exeggcute,grass,psychic,325,60,40,80,60,45,40,75.8974358974359,250.0,0.988095238095238,0.7777777777777777,78.19761904761904,46.44444444444444,0.6173684210526316,0.1365175197939979,0.4250280605491781,2,Glass Cannon
103,exeggutor,grass,psychic,530,95,95,85,125,75,55,80.47169811320755,250.0,0.988095238095238,0.7777777777777777,105.19761904761904,63.94444444444444,0.6821052631578948,0.2704441917551078,0.51744083459678,2,Glass Cannon
104,cubone,ground,,320,50,50,95,40,50,35,71.91666666666667,150.0,1.1428571428571428,0.9545454545454545,55.228571428571435,48.98863636363637,0.5457894736842106,0.1713570648000472,0.3960165101305452,0,Support / Utility
105,marowak,ground,,425,60,80,110,50,80,45,77.38095238095238,150.0,1.1428571428571428,0.9545454545454545,65.22857142857143,62.73863636363637,0.5789473684210527,0.2614780849429972,0.4519596550298305,1,Bruiser / All-Rounder
106,hitmonlee,fighting,,455,50,120,53,35,110,87,75.98360655737704,150.0,1.0714285714285714,0.9333333333333333,78.61428571428571,53.483333333333334,0.5284210526315789,0.2392733376651505,0.4127619666450075,1,Bruiser / All-Rounder
107,hitmonchan,fighting,,455,50,105,79,35,110,76,72.88333333333334,150.0,1.0714285714285714,0.9333333333333333,73.41428571428571,59.983333333333334,0.5284210526315789,0.2604941881452602,0.4212503068370514,1,Bruiser / All-Rounder
108,lickitung,normal,,385,90,55,75,60,75,30,77.56410256410257,150.0,0.9047619047619048,1.0,59.180952380952384,60.25,0.3663157894736841,0.2458284600389863,0.318120857699805,1,Bruiser / All-Rounder
109,koffing,poison,,340,40,65,95,60,45,35,78.8157894736842,250.0,0.9523809523809524,1.024390243902439,82.19047619047619,45.25609756097561,0.5921052631578947,0.1782511608741818,0.4265636222444095,2,Glass Cannon
110,weezing,poison,,490,65,90,120,85,70,60,81.54761904761905,250.0,0.9523809523809524,1.024390243902439,97.19047619047619,64.0060975609756,0.6394736842105262,0.3085951441385759,0.507122268181746,2,Glass Cannon
111,rhyhorn,ground,rock,345,80,85,95,30,30,25,76.01449275362319,150.0,1.130952380952381,0.7706422018348623,58.22619047619048,51.44266055045872,0.5436842105263158,0.1572624902385082,0.3891155224111927,0,Support / Utility
112,rhydon,ground,rock,485,105,130,120,45,45,40,77.34042553191489,150.0,1.130952380952381,0.7706422018348623,73.22619047619048,67.69266055045871,0.5878947368421052,0.260014366531347,0.4567425887178019,1,Bruiser / All-Rounder
113,chansey,normal,,450,250,5,5,35,105,50,75.31645569620254,150.0,0.9047619047619048,1.0,48.18095238095238,90.25,0.3868421052631579,0.3781351526965562,0.3833593242365172,1,Bruiser / All-Rounder
114,tangela,grass,,435,65,55,115,100,40,60,68.46153846153847,150.0,0.9761904761904762,0.875,73.1952380952381,55.21875,0.4421052631578947,0.2253430257743122,0.3554003682044617,1,Bruiser / All-Rounder
115,kangaskhan,normal,,490,105,95,80,40,80,90,77.4125,150.0,0.9047619047619048,1.0,75.18095238095239,66.5,0.3994736842105262,0.3119011262724712,0.3644446610353042,1,Bruiser / All-Rounder
116,horsea,water,,295,30,40,70,70,25,60,70.81395348837209,130.0,1.0714285714285714,1.0,60.21428571428571,31.5,0.4378947368421053,0.1073678795754818,0.3056839939354559,0,Support / Utility
117,seadra,water,,440,55,65,95,95,45,85,72.72727272727273,150.0,1.0714285714285714,1.0,79.21428571428571,49.0,0.5236842105263158,0.2296345029239765,0.40606432748538,1,Bruiser / All-Rounder
118,goldeen,water,,320,45,67,60,35,50,63,68.97727272727273,130.0,1.0714285714285714,1.0,59.21428571428571,39.0,0.4457894736842105,0.1441287632661901,0.3251251895170023,0,Support / Utility
119,seaking,water,,450,80,92,65,65,80,68,72.5,150.0,1.0714285714285714,1.0,75.21428571428571,56.5,0.5268421052631579,0.2600795971410006,0.420137102014295,1,Bruiser / All-Rounder
120,staryu,water,,340,30,45,55,70,55,85,72.875,130.0,1.0714285714285714,1.0,66.21428571428571,35.25,0.4521052631578948,0.1394325319471518,0.3270361706735976,0,Support / Utility
121,starmie,water,psychic,520,60,75,85,100,85,115,77.87234042553192,150.0,1.0357142857142856,0.9130434782608696,88.20714285714286,57.72826086956522,0.5189473684210526,0.2764359974009096,0.4219428200129954,1,Bruiser / All-Rounder
122,mr-mime,psychic,fairy,460,40,45,65,100,120,90,77.16666666666667,150.0,1.0357142857142856,0.9655172413793103,77.20714285714286,56.491379310344826,0.4999999999999999,0.2575053214133673,0.4030021285653469,1,Bruiser / All-Rounder
123,scyther,bug,flying,500,70,110,80,55,80,105,66.82692307692308,150.0,1.0238095238095235,0.84,84.20476190476191,57.71,0.5026315789473683,0.2533235867446393,0.4029083820662767,1,Bruiser / All-Rounder
124,jynx,ice,psychic,455,65,50,35,115,95,95,73.25,150.0,1.0476190476190477,0.8076923076923078,82.2095238095238,48.95192307692308,0.508421052631579,0.2031570825211175,0.3863154645873944,1,Bruiser / All-Rounder
125,electabuzz,electric,,490,65,83,57,95,85,105,78.0701754385965,150.0,0.9761904761904762,1.024390243902439,86.79523809523809,52.00609756097561,0.4594736842105262,0.2655960474809425,0.3819226295186927,1,Bruiser / All-Rounder
126,magmar,fire,,495,65,95,57,100,85,93,77.25,150.0,1.0952380952380951,1.0,87.81904761904761,52.0,0.5610526315789475,0.2632862248213125,0.4419460688758934,1,Bruiser / All-Rounder
127,pinsir,bug,,500,65,125,100,55,70,85,73.5576923076923,150.0,0.9761904761904762,0.9333333333333333,83.1952380952381,58.983333333333334,0.4626315789473684,0.2761768103386036,0.3880496715038625,1,Bruiser / All-Rounder
128,tauros,normal,,490,75,100,95,40,70,110,81.5079365079365,150.0,0.9047619047619048,1.0,80.18095238095239,60.25,0.3994736842105262,0.2900389863547758,0.355699805068226,1,Bruiser / All-Rounder
129,magikarp,water,,200,20,10,55,15,20,80,78.33333333333333,110.0,1.0714285714285714,1.0,43.214285714285715,24.0,0.3678947368421053,0.0411333116742473,0.237190166774962,0,Support / Utility
130,gyarados,water,flying,540,95,125,79,60,100,81,77.42424242424242,150.0,1.0714285714285714,0.9767441860465119,83.41428571428571,68.74418604651163,0.5552631578947368,0.3352518246520694,0.4672586245976698,1,Bruiser / All-Rounder
