id,name,height,weight,base_experience,total_base_stats,attack,defense,hp,special-attack,special-defense,speed,type_1,type_2,offensive_effectiveness,defensive_multiplier_mean,n_moves,max_move_power,mean_move_power,max_power_physical,max_power_special,defensive_multiplier_mean_clipped,defensive_raw,offensive_raw,total_base_stats_norm,max_move_power_norm,offensive_effectiveness_norm,defensive_survivability_norm,offensive_score,defensive_score,power_score_final,power_per_exp
11,metapod,7,99,72.0,205,20,55,50,25,25,30,bug,,0.9761904761904762,1.0714285714285714,2.0,60.0,57.5,60.0,55.0,1.0714285714285714,121.33333333333334,258.6904761904762,0.031578947368421,0.24,0.2999999999999999,0.0893918609967992,0.18947368421052627,0.06626669554544792,0.14019088874449492,0.001947095677006874
12,butterfree,11,320,178.0,395,45,50,60,90,80,70,bug,flying,1.0238095238095235,1.1904761904761905,44.0,150.0,70.11363636363636,150.0,150.0,1.1904761904761905,159.6,557.9761904761905,0.231578947368421,0.6,0.4999999999999998,0.1451646090534979,0.46947368421052627,0.17973034437946714,0.35357634827810264,0.001986383979090464
13,weedle,3,32,39.0,195,35,30,40,20,20,50,bug,poison,0.9642857142857142,1.0476190476190477,3.0,60.0,43.333333333333336,60.0,55.0,1.0476190476190477,85.9090909090909,245.8928571428571,0.0210526315789473,0.24,0.2499999999999996,0.0377618780396558,0.17631578947368412,0.031078179455372397,0.11822074546635944,0.003031301165804088
14,kakuna,6,100,72.0,205,25,50,45,25,25,35,bug,poison,0.9642857142857142,1.0476190476190477,2.0,60.0,57.5,60.0,55.0,1.0476190476190477,114.54545454545456,255.53571428571425,0.031578947368421,0.24,0.2499999999999996,0.0794986906098017,0.17947368421052623,0.06033079331324942,0.1318165278516155,0.0018307851090502152
15,beedrill,10,295,178.0,395,90,40,65,45,80,75,bug,poison,0.9642857142857142,1.0476190476190477,50.0,150.0,64.5,150.0,150.0,1.0476190476190477,176.5909090909091,525.5357142857142,0.231578947368421,0.6,0.2499999999999996,0.1699284511784511,0.4194736842105262,0.19458864965443906,0.3295196703880914,0.001851234103303884
16,pidgey,3,18,50.0,251,45,40,40,35,35,56,normal,flying,0.988095238095238,1.0,33.0,140.0,68.18181818181819,140.0,110.0,1.0,115.0,386.3452380952382,0.08,0.56,0.3500000000000002,0.0801611796982167,0.3740000000000001,0.08009670781893002,0.25643868312757206,0.005128773662551441
17,pidgeotto,11,300,122.0,349,60,55,63,50,50,71,normal,flying,0.988095238095238,1.0,30.0,140.0,67.66666666666667,140.0,110.0,1.0,168.0,483.17857142857144,0.1831578947368421,0.56,0.3500000000000002,0.1574074074074074,0.4049473684210527,0.1677076023391813,0.31005146198830413,0.0025414054261336406
18,pidgeot,15,395,216.0,479,80,75,83,70,70,101,normal,flying,0.988095238095238,1.0,32.0,150.0,72.8125,150.0,150.0,1.0,228.0,621.5119047619048,0.32,0.6,0.3500000000000002,0.2448559670781893,0.4660000000000001,0.2749135802469136,0.3895654320987655,0.0018035436671239144
19,rattata,3,35,51.0,253,56,35,30,25,35,72,normal,,0.9047619047619048,1.0,48.0,140.0,69.64583333333333,140.0,110.0,1.0,100.0,355.57142857142856,0.0821052631578947,0.56,0.0,0.0582990397805212,0.3046315789473684,0.0678215291314706,0.20990755902100927,0.004115834490608025
20,raticate,7,185,145.0,413,81,60,55,50,70,97,normal,,0.9047619047619048,1.0,51.0,150.0,73.68627450980392,150.0,150.0,1.0,185.0,509.3809523809524,0.2505263157894737,0.6,0.0,0.1821844993141289,0.3751578947368421,0.2095212259042668,0.30890322720381197,0.0021303670841642205
21,spearow,3,20,52.0,262,60,30,40,31,31,70,normal,flying,0.988095238095238,1.0,37.0,140.0,62.83783783783784,140.0,95.0,1.0,101.0,397.2142857142857,0.091578947368421,0.56,0.3500000000000002,0.0597565157750342,0.3774736842105264,0.07248548841238892,0.2554784058912714,0.0049130462671398345
22,fearow,12,380,155.0,442,90,65,65,61,61,100,normal,flying,0.988095238095238,1.0,38.0,150.0,68.8157894736842,150.0,150.0,1.0,191.0,584.952380952381,0.2810526315789474,0.6,0.3500000000000002,0.1909293552812071,0.4543157894736843,0.22697866580030324,0.36338094000433185,0.00234439316131827
23,ekans,20,69,58.0,288,60,44,35,40,54,55,poison,,0.9523809523809524,0.9761904761904762,58.0,130.0,66.37931034482759,130.0,120.0,0.9761904761904762,136.2439024390244,398.0952380952381,0.1189473684210526,0.52,0.1999999999999998,0.1111236575328716,0.33568421052631575,0.11425314188814399,0.24711178307104706,0.00426054798398357
24,arbok,35,650,157.0,448,95,69,60,65,79,80,poison,,0.9523809523809524,0.9761904761904762,65.0,150.0,69.46153846153847,150.0,150.0,0.9761904761904762,213.07317073170736,569.5238095238095,0.2873684210526316,0.6,0.1999999999999998,0.2231004717454582,0.42621052631578943,0.24880765146832756,0.35524937637680465,0.002262734881380921
25,pikachu,4,60,112.0,320,55,40,35,50,50,90,electric,,0.9761904761904762,0.9761904761904762,58.0,150.0,70.86206896551724,150.0,120.0,0.9761904761904762,128.0487804878049,458.8095238095238,0.1526315789473684,0.6,0.2999999999999999,0.0991794640168624,0.40578947368421053,0.12056030998906479,0.2916978082061522,0.002604444716126359
26,raichu,8,300,218.0,485,90,55,60,90,80,110,electric,,0.9761904761904762,0.9761904761904762,61.0,150.0,73.44262295081967,150.0,150.0,0.9761904761904762,199.7560975609756,619.8809523809524,0.3263157894736842,0.6,0.2999999999999999,0.2036911572819431,0.45789473684210524,0.25274101015863953,0.37583324616871894,0.0017240057163702704
27,sandshrew,6,120,60.0,300,75,85,50,20,30,40,ground,,1.1428571428571428,1.0476190476190477,58.0,150.0,69.44827586206897,150.0,90.0,1.0476190476190477,157.5,514.2857142857142,0.131578947368421,0.6,1.0,0.1421039094650205,0.5394736842105263,0.1378939246263807,0.3788417803768681,0.006314029672947802
28,sandslash,10,295,158.0,450,100,110,75,45,55,65,ground,,1.1428571428571428,1.0476190476190477,63.0,150.0,73.06349206349206,150.0,150.0,1.0476190476190477,229.0909090909091,685.7142857142857,0.2894736842105263,0.6,1.0,0.2464459408903853,0.5868421052631578,0.2636570382184417,0.45756807844527136,0.002896000496489059
29,nidoran-f,4,70,55.0,275,47,52,55,40,40,41,poison,,0.9523809523809524,0.9761904761904762,42.0,130.0,65.78571428571429,130.0,110.0,0.9761904761904762,150.58536585365854,385.71428571428567,0.1052631578947368,0.52,0.1999999999999998,0.1320259961858877,0.33157894736842103,0.12132086086942734,0.24747571276882357,0.004499558413978611
30,nidorina,8,200,128.0,365,62,67,70,55,55,56,poison,,0.9523809523809524,0.9761904761904762,42.0,130.0,66.26190476190476,130.0,110.0,0.9761904761904762,196.6829268292683,471.4285714285714,0.2,0.52,0.1999999999999998,0.1992120847134397,0.36,0.19952725082806383,0.29581090033122553,0.0023110226588376995
31,nidoqueen,13,600,227.0,505,92,87,90,75,85,76,poison,ground,1.0476190476190474,1.011904761904762,88.0,150.0,74.23863636363636,150.0,150.0,1.011904761904762,258.91764705882355,686.190476190476,0.3473684210526316,0.6,0.5999999999999994,0.289917695473251,0.5242105263157893,0.31289798570500327,0.43968551007147494,0.0019369405730020922
32,nidoran-m,5,90,55.0,273,57,40,46,40,40,50,poison,,0.9523809523809524,0.9761904761904762,44.0,150.0,69.77272727272727,150.0,110.0,0.9761904761904762,129.0731707317073,402.8571428571428,0.1031578947368421,0.6,0.1999999999999998,0.1006724882063635,0.3709473684210526,0.10166665081855494,0.2632350813800535,0.004786092388728246
33,nidorino,9,195,128.0,365,72,57,61,55,55,65,poison,,0.9523809523809524,0.9761904761904762,42.0,130.0,66.9047619047619,130.0,110.0,0.9761904761904762,177.21951219512195,471.4285714285714,0.2,0.52,0.1999999999999998,0.1708446251129178,0.36,0.1825067750677507,0.28900271002710026,0.002257833672086721
34,nidoking,14,620,227.0,505,102,77,81,85,75,85,poison,ground,1.0476190476190474,1.011904761904762,90.0,150.0,75.22222222222223,150.0,150.0,1.011904761904762,230.2588235294118,686.190476190476,0.3473684210526316,0.6,0.5999999999999994,0.2481481481481481,0.5242105263157893,0.2878362573099415,0.4296608187134502,0.0018927789370636573
35,clefairy,6,75,113.0,323,45,48,70,60,65,35,fairy,,1.0714285714285714,0.9761904761904762,81.0,150.0,74.50617283950618,150.0,120.0,0.9761904761904762,187.46341463414635,506.7857142857143,0.1557894736842105,0.6,0.7000000000000001,0.1857748670079293,0.48673684210526313,0.17378070967844178,0.3615543891345346,0.00319959636402243
36,clefable,13,400,217.0,483,70,73,95,95,90,60,fairy,,1.0714285714285714,0.9761904761904762,84.0,150.0,77.44047619047619,150.0,150.0,0.9761904761904762,264.2926829268293,678.2142857142857,0.3242105263157894,0.6,0.7000000000000001,0.2977516812205159,0.5372631578947369,0.3083352192586253,0.44569198244029223,0.002053880103411485
37,vulpix,6,99,60.0,299,41,40,38,50,65,65,fire,,1.0952380952380951,1.0,44.0,130.0,72.27272727272727,130.0,130.0,1.0,143.0,469.8571428571429,0.1305263157894736,0.52,0.8000000000000006,0.1209705075445816,0.4591578947368422,0.12479283084253841,0.3254118691791207,0.0054235311529853445
38,ninetales,11,199,177.0,505,76,75,73,81,100,100,fire,,1.0952380952380951,1.0,50.0,150.0,76.4,150.0,150.0,1.0,248.0,717.3809523809524,0.3473684210526316,0.6,0.8000000000000006,0.2740054869684499,0.5642105263157896,0.30335066060212257,0.45986658003032277,0.002598116271357756
39,jigglypuff,5,55,95.0,270,45,20,115,45,25,20,normal,fairy,0.988095238095238,0.9523809523809524,79.0,200.0,77.59493670886076,200.0,120.0,0.9523809523809524,168.0,464.4047619047619,0.1,0.8,0.3500000000000002,0.1574074074074074,0.5000000000000001,0.13444444444444445,0.35377777777777786,0.003723976608187135
40,wigglytuff,10,120,196.0,435,70,45,140,85,50,45,normal,fairy,0.988095238095238,0.9523809523809524,82.0,200.0,80.0,200.0,150.0,0.9523809523809524,246.75,627.4404761904763,0.2736842105263158,0.8,0.3500000000000002,0.2721836419753086,0.5521052631578948,0.2727838693957115,0.44037670565302145,0.00224681992680113
41,zubat,8,75,49.0,245,45,35,40,30,40,55,poison,flying,1.011904761904762,0.988095238095238,46.0,120.0,64.45652173913044,120.0,95.0,0.988095238095238,116.38554216867468,369.3452380952381,0.0736842105263157,0.48,0.4499999999999999,0.0821805741484456,0.35210526315789464,0.07878202869959364,0.24277596937457424,0.00495461161988927
42,golbat,16,550,159.0,455,80,70,75,65,75,90,poison,flying,1.011904761904762,0.988095238095238,46.0,150.0,68.80434782608695,150.0,150.0,0.988095238095238,222.65060240963857,612.202380952381,0.2947368421052631,0.6,0.4499999999999999,0.2370593485051316,0.47842105263157886,0.2601303459451842,0.391104769957021,0.0024597784274026477
43,oddish,5,54,64.0,320,50,55,45,75,65,30,grass,poison,0.9642857142857142,1.0595238095238095,31.0,130.0,67.41935483870968,120.0,130.0,1.0595238095238095,155.73033707865167,433.9285714285714,0.1526315789473684,0.52,0.2499999999999996,0.1395246682387755,0.35578947368421043,0.14476743252221264,0.2713806572194113,0.0042403227690533014
44,gloom,8,86,138.0,395,65,70,60,85,75,40,grass,poison,0.9642857142857142,1.0595238095238095,34.0,130.0,68.97058823529412,120.0,130.0,1.0595238095238095,193.48314606741573,506.24999999999994,0.231578947368421,0.52,0.2499999999999996,0.194548481065335,0.37947368421052624,0.2093606675865694,0.3114284775609435,0.0022567280982677064
45,vileplume,12,186,221.0,490,80,85,75,110,90,50,grass,poison,0.9642857142857142,1.0595238095238095,40.0,150.0,75.0,150.0,150.0,1.0595238095238095,235.95505617977528,617.1428571428571,0.331578947368421,0.6,0.2499999999999996,0.2564502704952143,0.4494736842105262,0.286501741244497,0.3842849070241145,0.0017388457331407895
46,paras,3,54,57.0,285,70,55,35,45,55,25,bug,grass,0.9761904761904762,1.3333333333333333,41.0,130.0,63.73170731707317,130.0,120.0,1.3333333333333333,108.75,405.1190476190476,0.1157894736842105,0.52,0.2999999999999999,0.0710519547325102,0.3547368421052632,0.08894696231319033,0.24842089018843405,0.004358261231376036
47,parasect,10,295,142.0,405,95,80,60,60,80,30,bug,grass,0.9761904761904762,1.3333333333333333,40.0,150.0,69.7,150.0,150.0,1.3333333333333333,165.0,541.7857142857142,0.2421052631578947,0.6,0.2999999999999999,0.1530349794238683,0.4326315789473684,0.18866309291747885,0.33504418453541257,0.0023594660882775534
48,venonat,10,300,61.0,305,55,50,60,40,55,45,bug,poison,0.9642857142857142,1.0476190476190477,35.0,120.0,67.28571428571429,120.0,120.0,1.0476190476190477,157.5,409.82142857142856,0.1368421052631579,0.48,0.2499999999999996,0.1421039094650205,0.33105263157894727,0.13999918778427545,0.25463125406107856,0.004174282853460305
49,venomoth,15,125,158.0,450,65,60,70,90,75,90,bug,poison,0.9642857142857142,1.0476190476190477,49.0,150.0,70.40816326530613,150.0,150.0,1.0476190476190477,195.68181818181816,578.5714285714286,0.2894736842105263,0.6,0.2499999999999996,0.1977529928918817,0.4368421052631578,0.23444126941933957,0.3558817709256305,0.002252416271681206
50,diglett,2,8,53.0,265,55,25,10,35,45,95,ground,,1.1428571428571428,1.0476190476190477,45.0,120.0,63.51111111111111,120.0,90.0,1.0476190476190477,76.36363636363636,440.0,0.0947368421052631,0.48,1.0,0.0238496071829405,0.4684210526315789,0.052204501151869545,0.30193443203969517,0.0056968760762206635
51,dugtrio,7,333,149.0,425,100,50,35,50,70,120,ground,,1.1428571428571428,1.0476190476190477,48.0,150.0,69.54166666666667,150.0,150.0,1.0476190476190477,147.95454545454544,657.1428571428571,0.2631578947368421,0.6,1.0,0.1281916386083052,0.5789473684210527,0.18217814105971997,0.4202396774765196,0.0028204005199766414
52,meowth,4,42,58.0,290,45,35,40,40,40,90,normal,,0.9047619047619048,1.0,62.0,140.0,69.24193548387096,140.0,120.0,1.0,115.0,389.04761904761904,0.1210526315789473,0.56,0.0,0.0801611796982167,0.3163157894736842,0.09651776045050894,0.2283965778644141,0.003937872032145071
53,persian,10,320,154.0,440,70,60,65,65,65,115,normal,,0.9047619047619048,1.0,65.0,150.0,71.73846153846154,150.0,150.0,1.0,190.0,533.8095238095239,0.2789473684210526,0.6,0.0,0.1894718792866941,0.38368421052631574,0.2252620749404375,0.32031535629196445,0.002079969846051717
54,psyduck,8,196,64.0,320,52,48,50,65,50,55,water,,1.0714285714285714,1.0,68.0,150.0,72.25,150.0,120.0,1.0,148.0,503.57142857142856,0.1526315789473684,0.6,0.7000000000000001,0.1282578875171467,0.48578947368421055,0.13800736408923536,0.3466766298462205,0.005416822341347195
55,golduck,17,766,175.0,500,82,78,80,95,80,85,water,,1.0714285714285714,1.0,71.0,150.0,73.91549295774648,150.0,150.0,1.0,238.0,696.4285714285714,0.3421052631578947,0.6,0.7000000000000001,0.2594307270233196,0.5426315789473684,0.29250054147714966,0.4425791639592809,0.0025290237940530334
56,mankey,5,280,61.0,305,80,35,40,35,45,70,fighting,,1.0714285714285714,1.0714285714285714,72.0,150.0,74.76388888888889,150.0,130.0,1.0714285714285714,112.0,487.5,0.1368421052631579,0.6,0.7000000000000001,0.0757887517146776,0.4810526315789474,0.10021009313406973,0.3287156162009963,0.005388780593458956
57,primeape,10,320,159.0,455,105,60,65,60,70,95,fighting,,1.0714285714285714,1.0714285714285714,71.0,150.0,77.64788732394366,150.0,150.0,1.0714285714285714,182.0,648.2142857142857,0.2947368421052631,0.6,0.7000000000000001,0.1778120713305898,0.5284210526315789,0.22458197964045912,0.40688542343513096,0.0025590278203467356
58,growlithe,7,190,70.0,350,70,45,55,70,50,60,fire,,1.0952380952380951,1.0,49.0,130.0,76.73469387755102,130.0,130.0,1.0,150.0,525.7142857142858,0.1842105263157894,0.52,0.8000000000000006,0.1311728395061728,0.47526315789473694,0.15238791423001946,0.34611306042884993,0.004944472291840713
59,arcanine,19,1550,194.0,555,110,80,90,100,80,95,fire,,1.0952380952380951,1.0,56.0,150.0,80.625,150.0,150.0,1.0,250.0,772.1428571428572,0.4,0.6,0.8000000000000006,0.276920438957476,0.5800000000000001,0.3261522633744856,0.47846090534979424,0.002466293326545331
60,poliwag,6,124,60.0,300,50,40,40,40,40,90,water,,1.0714285714285714,1.0,43.0,150.0,69.76744186046511,150.0,110.0,1.0,120.0,482.1428571428571,0.131578947368421,0.6,0.7000000000000001,0.0874485596707819,0.4794736842105263,0.10510071474983754,0.3297244964262508,0.0054954082737708465
61,poliwhirl,10,200,135.0,385,65,65,65,50,50,90,water,,1.0714285714285714,1.0,52.0,150.0,71.63461538461539,150.0,110.0,1.0,180.0,573.2142857142857,0.2210526315789473,0.6,0.7000000000000001,0.1748971193415638,0.5063157894736842,0.1933593242365172,0.3811332033788174,0.0028232089139171657
62,poliwrath,13,540,230.0,510,95,95,90,70,90,70,water,fighting,1.0714285714285714,1.0714285714285714,70.0,150.0,75.85714285714286,150.0,150.0,1.0714285714285714,256.6666666666667,707.1428571428571,0.3526315789473684,0.6,0.7000000000000001,0.2866369455875629,0.5457894736842105,0.3130347989314851,0.45268760378312034,0.0019682069729700883
63,abra,9,195,62.0,310,20,15,25,105,55,90,psychic,,1.0,1.0952380952380951,38.0,150.0,80.78947368421052,150.0,120.0,1.0952380952380951,86.7391304347826,460.0,0.1421052631578947,0.6,0.4000000000000001,0.0389716407228484,0.4226315789473684,0.08022508969686692,0.2856689832471678,0.004607564245922061
64,kadabra,13,565,140.0,400,35,30,40,120,70,105,psychic,,1.0,1.0952380952380951,43.0,150.0,81.04651162790698,150.0,120.0,1.0952380952380951,127.82608695652172,550.0,0.2368421052631578,0.6,0.4000000000000001,0.0988548935408838,0.4510526315789473,0.15404977822979338,0.33225149023928574,0.0023732249302806123
65,alakazam,15,480,225.0,500,50,45,55,135,95,120,psychic,,1.0,1.0952380952380951,47.0,150.0,83.51063829787235,150.0,150.0,1.0952380952380951,178.0434782608695,650.0,0.3421052631578947,0.6,0.4000000000000001,0.1720455358740382,0.4826315789473684,0.2400694267875808,0.38560671808345337,0.0017138076359264594
66,machop,8,195,61.0,305,80,50,70,35,35,35,fighting,,1.0714285714285714,1.0714285714285714,56.0,150.0,72.76785714285714,150.0,120.0,1.0714285714285714,144.66666666666666,487.5,0.1368421052631579,0.6,0.7000000000000001,0.1233996342021033,0.4810526315789474,0.12877662262652514,0.34014222799797844,0.005576102098327516
67,machoke,15,705,142.0,405,100,70,80,50,60,45,fighting,,1.0714285714285714,1.0714285714285714,55.0,150.0,73.0909090909091,150.0,120.0,1.0714285714285714,196.0,594.6428571428571,0.2421052631578947,0.6,0.7000000000000001,0.1982167352537722,0.5126315789473684,0.2157721464154212,0.39388780593458955,0.0027738577882717576
68,machamp,16,1300,227.0,505,130,80,90,65,85,55,fighting,,1.0714285714285714,1.0714285714285714,65.0,150.0,75.53846153846153,150.0,150.0,1.0714285714285714,238.0,701.7857142857142,0.3473684210526316,0.6,0.7000000000000001,0.2594307270233196,0.5442105263157895,0.2946058046350444,0.44436863764349144,0.0019575710909404908
69,bellsprout,7,40,60.0,300,75,35,50,70,30,40,grass,poison,0.9642857142857142,1.0595238095238095,43.0,130.0,66.27906976744185,120.0,130.0,1.0595238095238095,108.53932584269664,414.6428571428571,0.131578947368421,0.52,0.2499999999999996,0.0707449022055763,0.3494736842105262,0.09507852027071417,0.2477156186346014,0.004128593643910023
70,weepinbell,10,64,137.0,390,90,50,65,85,45,55,grass,poison,0.9642857142857142,1.0595238095238095,45.0,130.0,65.22222222222223,120.0,130.0,1.0595238095238095,151.01123595505618,501.4285714285714,0.2263157894736842,0.52,0.2499999999999996,0.1326466916354556,0.37789473684210517,0.17011433077074703,0.2947825744135619,0.0021516976234566563
71,victreebel,17,155,221.0,490,105,65,80,100,70,70,grass,poison,0.9642857142857142,1.0595238095238095,49.0,150.0,69.18367346938776,150.0,150.0,1.0595238095238095,202.92134831460675,617.1428571428571,0.331578947368421,0.6,0.2499999999999996,0.2083044342719748,0.4494736842105262,0.2576142395105533,0.37272990633053704,0.0016865606621291268
72,tentacool,9,455,67.0,335,40,35,40,50,100,70,water,poison,1.011904761904762,0.9523809523809524,57.0,130.0,64.64912280701755,130.0,110.0,0.9523809523809524,183.75,470.5357142857143,0.1684210526315789,0.52,0.4499999999999999,0.1803626543209876,0.4005263157894736,0.17558601364522414,0.3105501949317738,0.004635077536295132
73,tentacruel,16,550,180.0,515,70,65,80,80,120,100,water,poison,1.011904761904762,0.9523809523809524,61.0,150.0,67.29508196721312,150.0,150.0,0.9523809523809524,278.25,672.9166666666666,0.3578947368421052,0.6,0.4499999999999999,0.3180941358024691,0.4973684210526315,0.3340143762183235,0.43202680311890834,0.0024001489062161576
74,geodude,4,200,60.0,300,80,100,40,30,30,20,rock,ground,1.130952380952381,1.2976190476190477,47.0,250.0,79.25531914893617,250.0,110.0,1.2976190476190477,131.0091743119266,622.0238095238095,0.131578947368421,1.0,0.9500000000000002,0.1034941669498244,0.7294736842105264,0.11472807911726304,0.48357544217322107,0.008059590702887018
75,graveler,10,1050,137.0,390,95,115,55,45,45,35,rock,ground,1.130952380952381,1.2976190476190477,51.0,250.0,78.52941176470588,250.0,120.0,1.2976190476190477,165.6880733944954,723.8095238095239,0.2263157894736842,1.0,0.9500000000000002,0.1540378298788084,0.7578947368421053,0.1829490137167587,0.5279164475919667,0.003853404726948662
76,golem,14,3000,223.0,495,120,130,80,55,65,45,rock,ground,1.130952380952381,1.2976190476190477,56.0,250.0,80.89285714285714,250.0,150.0,1.2976190476190477,211.92660550458712,842.5595238095237,0.3368421052631579,1.0,0.9500000000000002,0.2214293804507871,0.7910526315789475,0.2675944703757354,0.5816693670976626,0.0026083828120971415
77,ponyta,10,300,82.0,410,85,55,50,65,65,90,fire,,1.0952380952380951,1.0,39.0,130.0,77.05128205128206,130.0,130.0,1.0,170.0,591.4285714285714,0.2473684210526315,0.52,0.8000000000000006,0.1603223593964334,0.4942105263157896,0.19514078405891266,0.3745826294130388,0.004568080846500473
78,rapidash,17,950,175.0,500,100,70,65,80,80,105,fire,,1.0952380952380951,1.0,48.0,150.0,77.91666666666667,150.0,150.0,1.0,215.0,711.9047619047619,0.3421052631578947,0.6,0.8000000000000006,0.2259087791495199,0.5626315789473686,0.27238737275286984,0.4465338964695691,0.0025516222655403947
79,slowpoke,12,360,63.0,315,65,65,90,40,40,15,water,psychic,1.0357142857142856,1.0952380952380951,61.0,130.0,73.0327868852459,130.0,120.0,1.0952380952380951,178.0434782608695,460.8928571428571,0.1473684210526315,0.52,0.5499999999999996,0.1720455358740382,0.4142105263157894,0.16217468994547551,0.31339619176766387,0.004974542726470855
80,slowbro,16,785,172.0,490,75,110,95,100,80,30,water,psychic,1.0357142857142856,1.0952380952380951,78.0,150.0,76.53846153846153,150.0,150.0,1.0952380952380951,260.2173913043478,662.8571428571428,0.331578947368421,0.6,0.5499999999999996,0.2918120415101091,0.5094736842105262,0.30771880385343386,0.42877173206768926,0.0024928589073702863
81,magnemite,3,60,65.0,325,35,70,25,95,55,45,electric,steel,1.011904761904762,0.9047619047619048,32.0,250.0,77.1875,250.0,140.0,0.9047619047619048,165.78947368421052,581.8452380952381,0.1578947368421052,1.0,0.4499999999999999,0.1541856183669049,0.6373684210526315,0.15566926575698503,0.4446887589343729,0.006841365522067275
82,magneton,10,600,163.0,465,60,95,50,120,70,70,electric,steel,1.011904761904762,0.9047619047619048,35.0,250.0,81.42857142857143,250.0,150.0,0.9047619047619048,237.6315789473684,723.5119047619047,0.3052631578947368,1.0,0.4499999999999999,0.2588937621832358,0.681578947368421,0.2774415204678362,0.519923976608187,0.0031897176479029877
83,farfetchd,8,150,132.0,377,90,55,52,58,62,60,normal,flying,0.988095238095238,1.0,54.0,140.0,70.27777777777777,140.0,95.0,1.0,169.0,510.8452380952382,0.2126315789473684,0.56,0.3500000000000002,0.1588648834019204,0.4137894736842106,0.1803715616200996,0.32042230885856615,0.0024274417337770164
84,doduo,14,392,62.0,310,85,45,35,35,35,75,normal,flying,0.988095238095238,1.0,40.0,140.0,69.5,140.0,90.0,1.0,115.0,444.6428571428572,0.1421052631578947,0.56,0.3500000000000002,0.0801611796982167,0.3926315789473685,0.10493881308208791,0.27755447260125626,0.004476685041955746
